measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Japan,Female,45-49 years,Anxiety disorders,Percent,2014,0.031025733,0.040443699,0.024911773
Prevalence,Japan,Both,45-49 years,Anxiety disorders,Percent,2014,0.025503074,0.033636858,0.020216486
Prevalence,Japan,Male,50-54 years,Anxiety disorders,Number,2014,76353.52462,103706.9166,53645.14148
Prevalence,Japan,Female,50-54 years,Anxiety disorders,Number,2014,121397.5371,160184.6919,89555.61491
Prevalence,Japan,Both,50-54 years,Anxiety disorders,Number,2014,197751.0617,260929.5533,143207.6883
Prevalence,Japan,Male,50-54 years,Anxiety disorders,Percent,2014,0.019734219,0.026755929,0.013871057
Prevalence,Japan,Female,50-54 years,Anxiety disorders,Percent,2014,0.031297967,0.041269469,0.023060639
Prevalence,Japan,Both,50-54 years,Anxiety disorders,Percent,2014,0.025523309,0.033709553,0.018454075
Prevalence,Japan,Male,55-59 years,Anxiety disorders,Number,2014,74410.48242,103281.4489,53668.1936
Prevalence,Japan,Female,55-59 years,Anxiety disorders,Number,2014,120761.6679,161727.144,89535.96311
Prevalence,Japan,Both,55-59 years,Anxiety disorders,Number,2014,195172.1503,261733.4938,143538.9284
Prevalence,Japan,Male,55-59 years,Anxiety disorders,Percent,2014,0.019582881,0.027157812,0.014119872
Prevalence,Japan,Female,55-59 years,Anxiety disorders,Percent,2014,0.031339675,0.041986856,0.023227424
Prevalence,Japan,Both,55-59 years,Anxiety disorders,Percent,2014,0.025502419,0.034212128,0.018737982
Prevalence,Japan,Male,All ages,Anxiety disorders,Number,2014,1279740.45,1580430.187,1046004.616
Prevalence,Japan,Female,All ages,Anxiety disorders,Number,2014,1984797.579,2373921.183,1658485.208
Prevalence,Japan,Both,All ages,Anxiety disorders,Number,2014,3264538.029,3950159.022,2717578.116
Prevalence,Japan,Male,All ages,Anxiety disorders,Percent,2014,0.02202847,0.02711256,0.017967496
Prevalence,Japan,Female,All ages,Anxiety disorders,Percent,2014,0.031427308,0.037578138,0.026233637
Prevalence,Japan,Both,All ages,Anxiety disorders,Percent,2014,0.026923998,0.03253344,0.022373857
Prevalence,Japan,Male,5-14 years,Anxiety disorders,Number,2014,161983.7249,337153.0792,63489.99811
Prevalence,Japan,Female,5-14 years,Anxiety disorders,Number,2014,178283.803,382000.6988,70394.63537
Prevalence,Japan,Both,5-14 years,Anxiety disorders,Number,2014,340267.5279,719153.778,132546.2118
Prevalence,Japan,Male,5-14 years,Anxiety disorders,Percent,2014,0.036656201,0.074501476,0.014833876
Prevalence,Japan,Female,5-14 years,Anxiety disorders,Percent,2014,0.039874041,0.084090526,0.015863468
Prevalence,Japan,Both,5-14 years,Anxiety disorders,Percent,2014,0.03827327,0.079304289,0.015086377
Prevalence,Japan,Male,60+ years,Anxiety disorders,Number,2014,356316.4846,501180.2986,272869.2222
Prevalence,Japan,Female,60+ years,Anxiety disorders,Number,2014,681009.5847,916197.5839,534151.8385
Prevalence,Japan,Both,60+ years,Anxiety disorders,Number,2014,1037326.069,1415923.853,806922.808
Prevalence,Japan,Male,60+ years,Anxiety disorders,Percent,2014,0.019069131,0.026820512,0.014603603
Prevalence,Japan,Female,60+ years,Anxiety disorders,Percent,2014,0.029211074,0.03929292,0.022910348
Prevalence,Japan,Both,60+ years,Anxiety disorders,Percent,2014,0.024698877,0.033710243,0.019211663
Prevalence,Brunei Darussalam,Male,<5 years,Depressive disorders,Number,2016,0.057074715,0.111017113,0.017534359
Prevalence,Brunei Darussalam,Female,<5 years,Depressive disorders,Number,2016,0.06195381,0.120108613,0.018328143
Prevalence,Brunei Darussalam,Both,<5 years,Depressive disorders,Number,2016,0.119028525,0.23130391,0.039899494
Prevalence,Brunei Darussalam,Male,<5 years,Depressive disorders,Percent,2016,4.72E-06,9.48E-06,1.43E-06
Prevalence,Brunei Darussalam,Female,<5 years,Depressive disorders,Percent,2016,5.64E-06,1.07E-05,1.63E-06
Prevalence,Brunei Darussalam,Both,<5 years,Depressive disorders,Percent,2016,5.16E-06,1.02E-05,1.70E-06
Prevalence,Brunei Darussalam,Male,15-19 years,Depressive disorders,Number,2016,413.4017619,535.6652886,298.1831676
Prevalence,Brunei Darussalam,Female,15-19 years,Depressive disorders,Number,2016,727.8250251,936.1696187,519.6814216
Prevalence,Brunei Darussalam,Both,15-19 years,Depressive disorders,Number,2016,1141.226787,1471.768466,821.5625433
Prevalence,Brunei Darussalam,Male,15-19 years,Depressive disorders,Percent,2016,0.02463677,0.03165644,0.017856741
Prevalence,Brunei Darussalam,Female,15-19 years,Depressive disorders,Percent,2016,0.044046426,0.056339973,0.031908207
Prevalence,Brunei Darussalam,Both,15-19 years,Depressive disorders,Percent,2016,0.034265622,0.043941653,0.024887193
Prevalence,Brunei Darussalam,Male,20-24 years,Depressive disorders,Number,2016,442.6602059,538.5562693,345.3863989
Prevalence,Brunei Darussalam,Female,20-24 years,Depressive disorders,Number,2016,665.7149176,809.7489377,524.6448344
Prevalence,Brunei Darussalam,Both,20-24 years,Depressive disorders,Number,2016,1108.375123,1347.165908,868.698713
Prevalence,Brunei Darussalam,Male,20-24 years,Depressive disorders,Percent,2016,0.023053751,0.028291881,0.018067793
Prevalence,Brunei Darussalam,Female,20-24 years,Depressive disorders,Percent,2016,0.037349852,0.045638572,0.029623237
Prevalence,Brunei Darussalam,Both,20-24 years,Depressive disorders,Percent,2016,0.029935235,0.036611136,0.023610434
Prevalence,Brunei Darussalam,Male,25-29 years,Depressive disorders,Number,2016,490.8316539,603.3348986,378.7858437
Prevalence,Brunei Darussalam,Female,25-29 years,Depressive disorders,Number,2016,664.2319594,814.3733529,521.3112087
Prevalence,Brunei Darussalam,Both,25-29 years,Depressive disorders,Number,2016,1155.063613,1404.537484,899.0540295
Prevalence,Brunei Darussalam,Male,25-29 years,Depressive disorders,Percent,2016,0.022363885,0.027459615,0.01728179
Prevalence,Brunei Darussalam,Female,25-29 years,Depressive disorders,Percent,2016,0.035122897,0.043011024,0.027596037
Prevalence,Brunei Darussalam,Both,25-29 years,Depressive disorders,Percent,2016,0.028269088,0.034325267,0.021899071
Prevalence,Brunei Darussalam,Male,30-34 years,Depressive disorders,Number,2016,454.9691134,564.2845577,353.3919386
Prevalence,Brunei Darussalam,Female,30-34 years,Depressive disorders,Number,2016,597.4822056,740.7779391,464.9491019
Prevalence,Brunei Darussalam,Both,30-34 years,Depressive disorders,Number,2016,1052.451319,1301.636437,819.3346491
Prevalence,Brunei Darussalam,Male,30-34 years,Depressive disorders,Percent,2016,0.021586149,0.026761063,0.016861421
Prevalence,Brunei Darussalam,Female,30-34 years,Depressive disorders,Percent,2016,0.033166415,0.041113023,0.025900734
Prevalence,Brunei Darussalam,Both,30-34 years,Depressive disorders,Percent,2016,0.026922594,0.03311779,0.021081064
Prevalence,Brunei Darussalam,Male,35-39 years,Depressive disorders,Number,2016,404.6843617,493.1533773,322.7963239
Prevalence,Brunei Darussalam,Female,35-39 years,Depressive disorders,Number,2016,539.0876254,644.8737122,433.7468455
Prevalence,Brunei Darussalam,Both,35-39 years,Depressive disorders,Number,2016,943.771987,1135.746093,758.9423279
Prevalence,Brunei Darussalam,Male,35-39 years,Depressive disorders,Percent,2016,0.020660447,0.025052269,0.016462572
Prevalence,Brunei Darussalam,Female,35-39 years,Depressive disorders,Percent,2016,0.031320872,0.037539233,0.025186195
Prevalence,Brunei Darussalam,Both,35-39 years,Depressive disorders,Percent,2016,0.025646537,0.030818908,0.020604435
Prevalence,Brunei Darussalam,Male,40-44 years,Depressive disorders,Number,2016,341.6910974,423.2149241,270.6193938
Prevalence,Brunei Darussalam,Female,40-44 years,Depressive disorders,Number,2016,477.5743247,590.9914305,375.6524044
Prevalence,Brunei Darussalam,Both,40-44 years,Depressive disorders,Number,2016,819.2654222,1015.335773,648.6821866
Prevalence,Brunei Darussalam,Male,40-44 years,Depressive disorders,Percent,2016,0.019849339,0.024638105,0.015710253
Prevalence,Brunei Darussalam,Female,40-44 years,Depressive disorders,Percent,2016,0.029703982,0.036748211,0.023362575
Prevalence,Brunei Darussalam,Both,40-44 years,Depressive disorders,Percent,2016,0.024608475,0.030517102,0.019454916
Prevalence,Brunei Darussalam,Male,45-49 years,Depressive disorders,Number,2016,284.9383698,359.3353115,232.4517403
Prevalence,Brunei Darussalam,Female,45-49 years,Depressive disorders,Number,2016,408.9920551,516.9378978,337.4177058
Prevalence,Brunei Darussalam,Both,45-49 years,Depressive disorders,Number,2016,693.9304249,874.8088988,575.065868
Prevalence,Brunei Darussalam,Male,45-49 years,Depressive disorders,Percent,2016,0.019331286,0.024425202,0.015752919
Prevalence,Brunei Darussalam,Female,45-49 years,Depressive disorders,Percent,2016,0.02902062,0.036682422,0.023917155
Prevalence,Brunei Darussalam,Both,45-49 years,Depressive disorders,Percent,2016,0.024067234,0.030364856,0.019932954
Prevalence,Brunei Darussalam,Male,50-54 years,Depressive disorders,Number,2016,224.6941327,283.0685564,183.4049513
Prevalence,Brunei Darussalam,Female,50-54 years,Depressive disorders,Number,2016,314.9490177,396.5798586,260.121666
Prevalence,Brunei Darussalam,Both,50-54 years,Depressive disorders,Number,2016,539.6431504,692.5828857,442.7668368
Prevalence,Brunei Darussalam,Male,50-54 years,Depressive disorders,Percent,2016,0.018919601,0.02385688,0.015464713
Prevalence,Brunei Darussalam,Female,50-54 years,Depressive disorders,Percent,2016,0.028741129,0.036202102,0.023748177
Prevalence,Brunei Darussalam,Both,50-54 years,Depressive disorders,Percent,2016,0.023632911,0.030342696,0.01939884
Prevalence,Brunei Darussalam,Male,55-59 years,Depressive disorders,Number,2016,171.7547517,215.3502191,141.1898977
Prevalence,Brunei Darussalam,Female,55-59 years,Depressive disorders,Number,2016,258.3191509,324.4661455,216.3397304
Prevalence,Brunei Darussalam,Both,55-59 years,Depressive disorders,Number,2016,430.0739026,539.3162035,358.7945543
Prevalence,Brunei Darussalam,Male,55-59 years,Depressive disorders,Percent,2016,0.018669537,0.023432392,0.015357396
Prevalence,Brunei Darussalam,Female,55-59 years,Depressive disorders,Percent,2016,0.028980359,0.03638238,0.024270787
Prevalence,Brunei Darussalam,Both,55-59 years,Depressive disorders,Percent,2016,0.023743507,0.029796447,0.019829617
Prevalence,Brunei Darussalam,Male,All ages,Depressive disorders,Number,2016,3876.394277,4667.033163,3198.891234
Prevalence,Brunei Darussalam,Female,All ages,Depressive disorders,Number,2016,5916.39566,7108.443989,4919.033386
Prevalence,Brunei Darussalam,Both,All ages,Depressive disorders,Number,2016,9792.789937,11775.47715,8139.039812
Prevalence,Brunei Darussalam,Male,All ages,Depressive disorders,Percent,2016,0.018710383,0.022473005,0.015465151
Prevalence,Brunei Darussalam,Female,All ages,Depressive disorders,Percent,2016,0.030549663,0.036742708,0.025392667
Prevalence,Brunei Darussalam,Both,All ages,Depressive disorders,Percent,2016,0.024430421,0.029395167,0.020386316
Prevalence,Brunei Darussalam,Male,5-14 years,Depressive disorders,Number,2016,361.2395989,496.1497575,267.7347819
Prevalence,Brunei Darussalam,Female,5-14 years,Depressive disorders,Number,2016,768.267275,1031.483563,590.8550217
Prevalence,Brunei Darussalam,Both,5-14 years,Depressive disorders,Number,2016,1129.506874,1528.394384,870.1507535
Prevalence,Brunei Darussalam,Male,5-14 years,Depressive disorders,Percent,2016,0.012910388,0.017828027,0.009572007
Prevalence,Brunei Darussalam,Female,5-14 years,Depressive disorders,Percent,2016,0.027949576,0.037763303,0.021410949
Prevalence,Brunei Darussalam,Both,5-14 years,Depressive disorders,Percent,2016,0.020361929,0.027746657,0.015507648
Prevalence,Brunei Darussalam,Male,60+ years,Depressive disorders,Number,2016,285.4721555,358.8367187,237.5093044
Prevalence,Brunei Darussalam,Female,60+ years,Depressive disorders,Number,2016,493.8901493,605.2678803,406.7965836
Prevalence,Brunei Darussalam,Both,60+ years,Depressive disorders,Number,2016,779.3623048,961.6175022,646.0310413
Prevalence,Brunei Darussalam,Male,60+ years,Depressive disorders,Percent,2016,0.018489896,0.0232385,0.015380327
Prevalence,Brunei Darussalam,Female,60+ years,Depressive disorders,Percent,2016,0.029646402,0.036334152,0.024415237
Prevalence,Brunei Darussalam,Both,60+ years,Depressive disorders,Percent,2016,0.024280166,0.029954802,0.020123657
Prevalence,Brunei Darussalam,Male,<5 years,Anxiety disorders,Number,2016,35.25622653,94.78023166,11.41645509
Prevalence,Brunei Darussalam,Female,<5 years,Anxiety disorders,Number,2016,37.96553088,99.54695082,13.40125945
Prevalence,Brunei Darussalam,Both,<5 years,Anxiety disorders,Number,2016,73.22175741,191.5804592,24.85943702
Prevalence,Brunei Darussalam,Male,<5 years,Anxiety disorders,Percent,2016,0.00292293,0.00772411,0.000976476
Prevalence,Brunei Darussalam,Female,<5 years,Anxiety disorders,Percent,2016,0.003466174,0.008991359,0.001245092
Prevalence,Brunei Darussalam,Both,<5 years,Anxiety disorders,Percent,2016,0.003181345,0.008485084,0.001112518
Prevalence,Brunei Darussalam,Male,15-19 years,Anxiety disorders,Number,2016,747.1086902,1142.966466,449.1126883
Prevalence,Brunei Darussalam,Female,15-19 years,Anxiety disorders,Number,2016,944.6814065,1610.995621,586.9087601
Prevalence,Brunei Darussalam,Both,15-19 years,Anxiety disorders,Number,2016,1691.790097,2748.65821,1044.910356
Prevalence,Brunei Darussalam,Male,15-19 years,Anxiety disorders,Percent,2016,0.044535987,0.068790864,0.026784537
Prevalence,Brunei Darussalam,Female,15-19 years,Anxiety disorders,Percent,2016,0.057184595,0.097074646,0.03569275
Prevalence,Brunei Darussalam,Both,15-19 years,Anxiety disorders,Percent,2016,0.050810403,0.08293697,0.031304325
Prevalence,Brunei Darussalam,Male,20-24 years,Anxiety disorders,Number,2016,657.9004304,990.8561625,429.1164683
Prevalence,Brunei Darussalam,Female,20-24 years,Anxiety disorders,Number,2016,939.854816,1404.954112,614.9635489
Prevalence,Brunei Darussalam,Both,20-24 years,Anxiety disorders,Number,2016,1597.755246,2404.445346,1042.414853
Prevalence,Brunei Darussalam,Male,20-24 years,Anxiety disorders,Percent,2016,0.034274189,0.051850331,0.021916436
Prevalence,Brunei Darussalam,Female,20-24 years,Anxiety disorders,Percent,2016,0.052736762,0.07849316,0.034542199
Prevalence,Brunei Darussalam,Both,20-24 years,Anxiety disorders,Percent,2016,0.04316235,0.064647914,0.028197884
Prevalence,Brunei Darussalam,Male,25-29 years,Anxiety disorders,Number,2016,610.5151116,864.7889409,370.256435
Prevalence,Brunei Darussalam,Female,25-29 years,Anxiety disorders,Number,2016,901.4122318,1231.561436,572.2657096
Prevalence,Brunei Darussalam,Both,25-29 years,Anxiety disorders,Number,2016,1511.927343,2077.82845,942.7068376
Prevalence,Brunei Darussalam,Male,25-29 years,Anxiety disorders,Percent,2016,0.02781689,0.039488084,0.016973314
Prevalence,Brunei Darussalam,Female,25-29 years,Anxiety disorders,Percent,2016,0.047664942,0.065215555,0.030428808
Prevalence,Brunei Darussalam,Both,25-29 years,Anxiety disorders,Percent,2016,0.037003103,0.051000818,0.023129152
Prevalence,Brunei Darussalam,Male,30-34 years,Anxiety disorders,Number,2016,520.0692268,730.3134463,343.4635972
Prevalence,Brunei Darussalam,Female,30-34 years,Anxiety disorders,Number,2016,795.920697,1082.30847,541.1338837
Prevalence,Brunei Darussalam,Both,30-34 years,Anxiety disorders,Number,2016,1315.989924,1820.917477,884.461516
Prevalence,Brunei Darussalam,Male,30-34 years,Anxiety disorders,Percent,2016,0.024676684,0.034667244,0.016215471
Prevalence,Brunei Darussalam,Female,30-34 years,Anxiety disorders,Percent,2016,0.044182775,0.060128938,0.030081249
Prevalence,Brunei Darussalam,Both,30-34 years,Anxiety disorders,Percent,2016,0.033665714,0.046484567,0.022668897
Prevalence,Brunei Darussalam,Male,35-39 years,Anxiety disorders,Number,2016,446.1827934,609.739286,318.7565302
Prevalence,Brunei Darussalam,Female,35-39 years,Anxiety disorders,Number,2016,714.9388985,947.3470466,520.3853557
Prevalence,Brunei Darussalam,Both,35-39 years,Anxiety disorders,Number,2016,1161.121692,1557.086333,847.9776824
Prevalence,Brunei Darussalam,Male,35-39 years,Anxiety disorders,Percent,2016,0.022777991,0.031079754,0.016310845
Prevalence,Brunei Darussalam,Female,35-39 years,Anxiety disorders,Percent,2016,0.041536715,0.05499945,0.03018526
Prevalence,Brunei Darussalam,Both,35-39 years,Anxiety disorders,Percent,2016,0.031551761,0.042232631,0.022909488
Prevalence,Brunei Darussalam,Male,40-44 years,Anxiety disorders,Number,2016,368.3461704,495.1169935,279.4936806
Prevalence,Brunei Darussalam,Female,40-44 years,Anxiety disorders,Number,2016,630.9824632,823.8530669,492.7172254
Prevalence,Brunei Darussalam,Both,40-44 years,Anxiety disorders,Number,2016,999.3286335,1310.14595,779.9438841
Prevalence,Brunei Darussalam,Male,40-44 years,Anxiety disorders,Percent,2016,0.021396382,0.028623809,0.016243509
Prevalence,Brunei Darussalam,Female,40-44 years,Anxiety disorders,Percent,2016,0.039244053,0.051135858,0.030590356
Prevalence,Brunei Darussalam,Both,40-44 years,Anxiety disorders,Percent,2016,0.030015455,0.039235507,0.023408916
Prevalence,Brunei Darussalam,Male,45-49 years,Anxiety disorders,Number,2016,306.2858483,428.6106312,231.0179945
Prevalence,Brunei Darussalam,Female,45-49 years,Anxiety disorders,Number,2016,540.5002306,740.2274669,424.4933109
Prevalence,Brunei Darussalam,Both,45-49 years,Anxiety disorders,Number,2016,846.786079,1168.838098,656.3864153
Prevalence,Brunei Darussalam,Male,45-49 years,Anxiety disorders,Percent,2016,0.020778428,0.029113441,0.015745476
Prevalence,Brunei Darussalam,Female,45-49 years,Anxiety disorders,Percent,2016,0.038351692,0.052505643,0.030163861
Prevalence,Brunei Darussalam,Both,45-49 years,Anxiety disorders,Percent,2016,0.029367849,0.040503656,0.022795142
Prevalence,Brunei Darussalam,Male,50-54 years,Anxiety disorders,Number,2016,243.5723064,329.6078409,170.2254146
Prevalence,Brunei Darussalam,Female,50-54 years,Anxiety disorders,Number,2016,418.8683986,553.5048961,307.2010002
Prevalence,Brunei Darussalam,Both,50-54 years,Anxiety disorders,Number,2016,662.440705,883.112737,477.4264148
Prevalence,Brunei Darussalam,Male,50-54 years,Anxiety disorders,Percent,2016,0.020509209,0.027789195,0.014317579
Prevalence,Brunei Darussalam,Female,50-54 years,Anxiety disorders,Percent,2016,0.038224659,0.050518924,0.028036006
Prevalence,Brunei Darussalam,Both,50-54 years,Anxiety disorders,Percent,2016,0.029010766,0.038703425,0.020896929
Prevalence,Brunei Darussalam,Male,55-59 years,Anxiety disorders,Number,2016,187.4263858,265.6865894,132.6469278
Prevalence,Brunei Darussalam,Female,55-59 years,Anxiety disorders,Number,2016,339.2967557,463.5192206,250.9964619
Prevalence,Brunei Darussalam,Both,55-59 years,Anxiety disorders,Number,2016,526.7231415,725.9372972,383.6433897
Prevalence,Brunei Darussalam,Male,55-59 years,Anxiety disorders,Percent,2016,0.020373093,0.028876283,0.014431722
Prevalence,Brunei Darussalam,Female,55-59 years,Anxiety disorders,Percent,2016,0.038065118,0.052005388,0.028168264
Prevalence,Brunei Darussalam,Both,55-59 years,Anxiety disorders,Percent,2016,0.02907937,0.040110788,0.021186288
Prevalence,Brunei Darussalam,Male,All ages,Anxiety disorders,Number,2016,5814.15931,7617.947399,4168.177752
Prevalence,Brunei Darussalam,Female,All ages,Anxiety disorders,Number,2016,8333.918507,10306.11004,6347.640146
Prevalence,Brunei Darussalam,Both,All ages,Anxiety disorders,Number,2016,14148.07782,18010.41966,10516.36735
Prevalence,Brunei Darussalam,Male,All ages,Anxiety disorders,Percent,2016,0.028061801,0.036576977,0.020160655
Prevalence,Brunei Darussalam,Female,All ages,Anxiety disorders,Percent,2016,0.043031534,0.053276508,0.032930992
Prevalence,Brunei Darussalam,Both,All ages,Anxiety disorders,Percent,2016,0.035294358,0.044671978,0.026322709
Prevalence,Brunei Darussalam,Male,5-14 years,Anxiety disorders,Number,2016,1383.704961,2871.498427,653.9307076
Prevalence,Brunei Darussalam,Female,5-14 years,Anxiety disorders,Number,2016,1467.444208,2859.479039,733.5046738
Prevalence,Brunei Darussalam,Both,5-14 years,Anxiety disorders,Number,2016,2851.149169,5730.977467,1387.252625
Prevalence,Brunei Darussalam,Male,5-14 years,Anxiety disorders,Percent,2016,0.049301106,0.100146737,0.023561179
Prevalence,Brunei Darussalam,Female,5-14 years,Anxiety disorders,Percent,2016,0.053293796,0.104543243,0.026903747
Prevalence,Brunei Darussalam,Both,5-14 years,Anxiety disorders,Percent,2016,0.0512772,0.10258516,0.025216734
Prevalence,Brunei Darussalam,Male,60+ years,Anxiety disorders,Number,2016,307.7911592,425.6176951,235.8937065
Prevalence,Brunei Darussalam,Female,60+ years,Anxiety disorders,Number,2016,602.0528704,821.4810853,467.8162956
Prevalence,Brunei Darussalam,Both,60+ years,Anxiety disorders,Number,2016,909.8440296,1251.2786,705.6969611
Prevalence,Brunei Darussalam,Male,60+ years,Anxiety disorders,Percent,2016,0.019935494,0.027574311,0.015278212
Prevalence,Brunei Darussalam,Female,60+ years,Anxiety disorders,Percent,2016,0.036138976,0.04931232,0.028086802
Prevalence,Brunei Darussalam,Both,60+ years,Anxiety disorders,Percent,2016,0.028345169,0.038984203,0.021990097
Prevalence,Japan,Male,<5 years,Depressive disorders,Number,2015,9.082870356,17.92501193,3.080780944
Prevalence,Japan,Female,<5 years,Depressive disorders,Number,2015,10.04209367,18.93330787,3.466113341
Prevalence,Japan,Both,<5 years,Depressive disorders,Number,2015,19.12496402,36.37649309,6.760321182
Prevalence,Japan,Male,<5 years,Depressive disorders,Percent,2015,5.24E-06,1.00E-05,1.80E-06
Prevalence,Japan,Female,<5 years,Depressive disorders,Percent,2015,6.07E-06,1.09E-05,2.07E-06
Prevalence,Japan,Both,<5 years,Depressive disorders,Percent,2015,5.65E-06,1.04E-05,1.92E-06
Prevalence,Japan,Male,15-19 years,Depressive disorders,Number,2015,76647.27458,98484.30219,54403.36999
Prevalence,Japan,Female,15-19 years,Depressive disorders,Number,2015,140598.7954,183636.5952,101494.7774
Prevalence,Japan,Both,15-19 years,Depressive disorders,Number,2015,217246.07,282425.4939,156597.7834
Prevalence,Japan,Male,15-19 years,Depressive disorders,Percent,2015,0.028490759,0.036525512,0.020350054
Prevalence,Japan,Female,15-19 years,Depressive disorders,Percent,2015,0.050109341,0.065040735,0.036250913
Prevalence,Japan,Both,15-19 years,Depressive disorders,Percent,2015,0.039525368,0.051013644,0.028509773
Prevalence,Japan,Male,20-24 years,Depressive disorders,Number,2015,76863.49475,94544.68116,58805.48596
Prevalence,Japan,Female,20-24 years,Depressive disorders,Number,2015,135138.0168,165204.8802,104351.1408
Prevalence,Japan,Both,20-24 years,Depressive disorders,Number,2015,212001.5116,259299.3741,162999.4133
Prevalence,Japan,Male,20-24 years,Depressive disorders,Percent,2015,0.02755616,0.033925725,0.021259544
Prevalence,Japan,Female,20-24 years,Depressive disorders,Percent,2015,0.046847844,0.057028741,0.03638371
Prevalence,Japan,Both,20-24 years,Depressive disorders,Percent,2015,0.037362839,0.045334795,0.029136876
Prevalence,Japan,Male,25-29 years,Depressive disorders,Number,2015,82721.35541,104377.9309,63663.71456
Prevalence,Japan,Female,25-29 years,Depressive disorders,Number,2015,142679.6695,179930.5081,109892.8586
Prevalence,Japan,Both,25-29 years,Depressive disorders,Number,2015,225401.0249,283147.913,173490.9892
Prevalence,Japan,Male,25-29 years,Depressive disorders,Percent,2015,0.026951806,0.033696997,0.020782356
Prevalence,Japan,Female,25-29 years,Depressive disorders,Percent,2015,0.045509016,0.05742215,0.035056428
Prevalence,Japan,Both,25-29 years,Depressive disorders,Percent,2015,0.036328656,0.04564548,0.02803949
Prevalence,Japan,Male,30-34 years,Depressive disorders,Number,2015,92907.51529,121143.2369,71814.30042
Prevalence,Japan,Female,30-34 years,Depressive disorders,Number,2015,158922.5921,203238.5261,123259.8182
Prevalence,Japan,Both,30-34 years,Depressive disorders,Number,2015,251830.1074,325579.8681,195039.2898
Prevalence,Japan,Male,30-34 years,Depressive disorders,Percent,2015,0.02631374,0.034297567,0.020385998
Prevalence,Japan,Female,30-34 years,Depressive disorders,Percent,2015,0.044147352,0.056729637,0.034339001
Prevalence,Japan,Both,30-34 years,Depressive disorders,Percent,2015,0.035316594,0.045834428,0.027422027
Prevalence,Japan,Male,35-39 years,Depressive disorders,Number,2015,102763.5725,129438.3467,82018.71521
Prevalence,Japan,Female,35-39 years,Depressive disorders,Number,2015,173264.6354,216554.441,138470.5318
Prevalence,Japan,Both,35-39 years,Depressive disorders,Number,2015,276028.2079,345727.0659,220311.8982
Prevalence,Japan,Male,35-39 years,Depressive disorders,Percent,2015,0.025142595,0.031857239,0.020182532
Prevalence,Japan,Female,35-39 years,Depressive disorders,Percent,2015,0.042047787,0.05257769,0.033599808
Prevalence,Japan,Both,35-39 years,Depressive disorders,Percent,2015,0.033629391,0.042352938,0.026951431
Prevalence,Japan,Male,40-44 years,Depressive disorders,Number,2015,116478.9246,144988.1609,93114.4416
Prevalence,Japan,Female,40-44 years,Depressive disorders,Number,2015,194593.6942,241662.4678,155457.9359
Prevalence,Japan,Both,40-44 years,Depressive disorders,Number,2015,311072.6188,384725.1595,249524.3578
Prevalence,Japan,Male,40-44 years,Depressive disorders,Percent,2015,0.02410827,0.030149746,0.01928891
Prevalence,Japan,Female,40-44 years,Depressive disorders,Percent,2015,0.040214805,0.049939809,0.03210783
Prevalence,Japan,Both,40-44 years,Depressive disorders,Percent,2015,0.032167588,0.0398594,0.025778513
Prevalence,Japan,Male,45-49 years,Depressive disorders,Number,2015,101107.7013,128317.4179,82464.57907
Prevalence,Japan,Female,45-49 years,Depressive disorders,Number,2015,169087.3228,215625.6521,140286.8458
Prevalence,Japan,Both,45-49 years,Depressive disorders,Number,2015,270195.0242,343763.336,223472.2737
Prevalence,Japan,Male,45-49 years,Depressive disorders,Percent,2015,0.023392254,0.029651653,0.019095749
Prevalence,Japan,Female,45-49 years,Depressive disorders,Percent,2015,0.039074686,0.049846717,0.032401993
Prevalence,Japan,Both,45-49 years,Depressive disorders,Percent,2015,0.031237969,0.039715672,0.025778892
Prevalence,Japan,Male,50-54 years,Depressive disorders,Number,2015,90322.218,117510.1325,73936.52662
Prevalence,Japan,Female,50-54 years,Depressive disorders,Number,2015,151932.7722,196333.6397,123590.8243
Prevalence,Japan,Both,50-54 years,Depressive disorders,Number,2015,242254.9902,315013.1405,198353.1751
Prevalence,Japan,Male,50-54 years,Depressive disorders,Percent,2015,0.022753749,0.029605798,0.018612089
Prevalence,Japan,Female,50-54 years,Depressive disorders,Percent,2015,0.038222641,0.049403078,0.03109186
Prevalence,Japan,Both,50-54 years,Depressive disorders,Percent,2015,0.03049344,0.039581921,0.024973919
Prevalence,Japan,Male,55-59 years,Depressive disorders,Number,2015,83181.06902,106917.9783,68019.70148
Prevalence,Japan,Female,55-59 years,Depressive disorders,Number,2015,141921.9019,182012.2404,115331.8672
Prevalence,Japan,Both,55-59 years,Depressive disorders,Number,2015,225102.9709,287895.7626,182915.9774
Prevalence,Japan,Male,55-59 years,Depressive disorders,Percent,2015,0.022149363,0.028442487,0.018117842
Prevalence,Japan,Female,55-59 years,Depressive disorders,Percent,2015,0.037290101,0.047792731,0.030313267
Prevalence,Japan,Both,55-59 years,Depressive disorders,Percent,2015,0.02977021,0.038035191,0.024197627
Prevalence,Japan,Male,All ages,Depressive disorders,Number,2015,1297056.684,1585937.152,1085690.56
Prevalence,Japan,Female,All ages,Depressive disorders,Number,2015,2405181.543,2934111.568,2028483.215
Prevalence,Japan,Both,All ages,Depressive disorders,Number,2015,3702238.227,4518328.188,3114855.365
Prevalence,Japan,Male,All ages,Depressive disorders,Percent,2015,0.022356581,0.027271682,0.018729402
